# heliumInput = PEDIGREE
"LineName"	"MaleParent"	"FemaleParent"
"L84228"	"CP740383"	"CP670411"
"L84229"	"CP700402"	"L71078"
"L84230"	"CP680361"	"CP48103"
"L84231"	"CP740383"	"CP670411"
"L84232"	"L65069"	"CP50041"
"L84234"	"CP680361"	"CP710374"
"L84235"	"L65069"	"CP660346"
"L84237"	"L62096"	"CP710316"
"L84238"	"CP33224"	"L60025"
"L84240"	"CP680361"	"CP710374"
"L84242"	"CP690302"	"CP62258"
"L84243"	"L69074"	"CP660315"
"L84244"	"CP690302"	"L60025"
"L84245"	"CP710313"	"CP52068"
"L84247"	"MISC"	"MISC"
"L84250"	"CP33224"	"L60025"
"L84251"	"CP680361"	"L70025"
"L84252"	"L65069"	"CP700300"
"L84253"	"L65069"	"CP720355"
"L84254"	"CP680361"	"L70025"
"L84255"	"CP57614"	"L75046"
"L84256"	"L65069"	"CP720355"
"L84258"	"L65069"	"CP670412"
"L84261"	"CP57614"	"L62096"
"L84262"	"L65069"	"CP57614"
"L84263"	"CP700321"	"CP670411"
"L84264"	"CP57614"	"CP720355"
"L84265"	"L65069"	"CP660346"
"L84266"	"CP57614"	"CP730350"
"L84267"	"L65069"	"CP720356"
"L84268"	"CP680361"	"CP48103"
"L84269"	"L65069"	"CP720356"
"L84270"	"CP680361"	"CP710374"
"L84271"	"L71053"	"CP660315"
"L84273"	"MISC"	"MISC"
"L84275"	"CP57614"	"L75046"
"L84276"	"CP57614"	"CP670411"
"L84278"	"L65069"	"CP730350"
"L84279"	"CP57614"	"L75046"
"L84280"	"CP57614"	"L75056"
"L84281"	"CP710313"	"CP52068"
"L84283"	"CP680361"	"CP48103"
"L84284"	"L62096"	"CP710316"
"L84285"	"CP680361"	"CP710374"
"L84286"	"L71053"	"CP710324"
"L84287"	"L62096"	"CP710316"
"L84288"	"L62086"	"CP660346"
"L84289"	"CP62258"	"CP690302"
"L84290"	"CP57614"	"L62096"
"L84291"	"CP700321"	"CP670411"
"L84292"	"L65069"	"CP670412"
"L85294"	"L62086"	"CP640388"
"L85327"	"CP660315"	"CP660315"
"L85334"	"L66098"	"CP660315"
"L85353"	"CP680350"	"CP650392"
"L86439"	"L65069"	"US77009"
"L88028"	"CP720355"	"CP700300"
"L88030"	"CP770402"	"CP650357"
"L88032"	"CP700321"	"CP720370"
"L88037"	"CP770402"	"CP650357"
"L88040"	"LCP81030"	"CP650357"
"L88046"	"CP700321"	"CP740383"
"L88047"	"L75002"	"CP720370"
"L88049"	"L75002"	"CP720370"
"L88059"	"LCP81030"	"CP740383"
"L88060"	"CP760301"	"CP780317"
"L88063"	"CP750308"	"CP700321"
"L88066"	"CP700321"	"CP650357"
"L88069"	"L80045"	"LCP81010"
"L88070"	"CP660346"	"CP730375"
"L88072"	"CP770310"	"CP790332"
"L88073"	"CP760301"	"CP780317"
"L88075"	"CP760301"	"CP760301"
"L88080"	"CP62258"	"CP720370"
"L88083"	"CP62258"	"CP720370"
"L88086"	"CP721312"	"CP700330"
"L89094"	"L65069"	"LCP81023"
"L89095"	"CP750308"	"CP780357"
"L89096"	"LCP81030"	"CP780317"
"L89097"	"CP700321"	"CP800313"
"L89098"	"L65069"	"LCP81012"
"L89099"	"L75002"	"CP720370"
"L89100"	"LCP81030"	"CP780317"
"L89101"	"CP770402"	"CP760351"
"L89102"	"LCP81030"	"L80035"
"L89103"	"CP770402"	"CP760351"
"L89104"	"CP722086"	"CP650357"
"L89105"	"CP751082"	"CP48103"
"L89107"	"CP722086"	"CP780317"
"L89108"	"CP722086"	"CP780317"
"L89109"	"US78020"	"CP650357"
"L89110"	"CP722086"	"CP650357"
"L89111"	"LCP81030"	"LCP81005"
"L89112"	"L75002"	"CP720370"
"L89113"	"LCP81030"	"CP780317"
"L89114"	"LCP81030"	"LCP81005"
"L89115"	"LCP81030"	"LCP81005"
"L89116"	"L75002"	"CP700330"
"L89117"	"L78063"	"CP700330"
"L89118"	"LCP81030"	"CP650357"
"L89119"	"CP670411"	"CP48103"
"L89120"	"CP670411"	"CP48103"
"L89121"	"LCP81030"	"CP700300"
"L89122"	"LCP81030"	"CP760351"
"L89123"	"L78063"	"CP700330"
"L89124"	"LCP81030"	"CP650357"
"L89125"	"LCP81030"	"CP650357"
"L89126"	"LCP81030"	"CP650357"
"L89127"	"CP700321"	"LCP81015"
"L89128"	"US80024"	"CP790318"
"L89129"	"CP760331"	"CP750360"
"L89130"	"LCP81030"	"CP700300"
"L89131"	"L75002"	"CP722086"
"L89132"	"LCP81030"	"CP740383"
"L89133"	"CP770310"	"CP48103"
"L89134"	"CP62258"	"CP720370"
"L89135"	"CP750308"	"CP52068"
"L89136"	"LCP81030"	"CP650357"
"L89137"	"L75002"	"CP722086"
"L89138"	"CP770310"	"CP48103"
"L89139"	"CP770414"	"L81001"
"L89140"	"MISC."	"MISC."
"L89141"	"L78063"	"CP780317"
"L89142"	"LCP81030"	"CP700300"
"L89143"	"84P2"	"CP790302"
"L89144"	"CP62258"	"CP700321"
"L89145"	"84P2"	"CP790302"
"L89146"	"CP751082"	"CP700300"
"L89147"	"CP62258"	"CP720370"
"L89148"	"LCP81030"	"CP650357"
"L89149"	"CP770402"	"CP48103"
"L89150"	"CP700321"	"CP750308"
"L89151"	"CP700321"	"CP750308"
"L89152"	"CP760331"	"CP700330"
"L89154"	"CP720370"	"CP700330"
"L89155"	"CP720370"	"CP790348"
"L89156"	"CP721312"	"CP700300"
"L89157"	"CP720370"	"CP700330"
"L89158"	"CP670412"	"CP700330"
"L89159"	"CP770310"	"CP751322"
"L89160"	"CP770310"	"L75002"
"L89161"	"CP700321"	"CP760351"
"L89162"	"CP770310"	"L75002"
"L89163"	"CP700321"	"CP750308"
"L90165"	"CP720355"	"LCP82033"
"L90169"	"LCP81030"	"CP790348"
"L90170"	"MISC"	"MISC"
"L90171"	"LCP81030"	"CP740383"
"L90173"	"LCP81030"	"LCP82046"
"L90175"	"MISC"	"MISC"
"L90176"	"MISC"	"MISC"
"L90178"	"LCP81030"	"CP790311"
"L90179"	"CP700321"	"LCP82058"
"L90181"	"CP720355"	"CP711240"
"L90183"	"CP62258"	"L80040"
"L90185"	"CP700321"	"CP650357"
"L90187"	"CP730351"	"CP790332"
"L90188"	"LCP81030"	"CP52068"
"L90190"	"CP670412"	"CP650357"
"L90191"	"LCP81030"	"CP790318"
"L90194"	"CP720355"	"CP780317"
"L90195"	"LCP81030"	"CP52068"
"L90196"	"LCP81030"	"LCP82047"
"L90198"	"CP700321"	"US77017"
"L90199"	"CP720355"	"CP780317"
"L90200"	"LCP81030"	"LCP81012"
"L90203"	"MISC"	"MISC"
"L90204"	"CP62258"	"CP790332"
"L90207"	"CP730351"	"CP721210"
"L90208"	"MISC"	"MISC"
"L90210"	"LCP81030"	"CP770414"
"L90211"	"CP700321"	"CP790332"
"L90212"	"CP720355"	"CP780317"
"L90216"	"LCP81030"	"CP780357"
"L90218"	"LCP81030"	"CP790348"
"L90220"	"CP730351"	"CP790332"
"L90222"	"MISC"	"MISC"
"L90223"	"CP730351"	"CP800323"
"L90224"	"CP722086"	"CP722086"
"L90225"	"CP770402"	"LCP83163"
"L90226"	"CP760301"	"CP800351"
"L90227"	"MISC"	"MISC"
"L90228"	"CP730351"	"LCP81012"
"L91229"	"86P2"	"CP800313"
"L91230"	"LCP81030"	"LCP81005"
"L91232"	"LCP81030"	"CP750361"
"L91234"	"86P4"	"CP800313"
"L91240"	"LCP81030"	"LCP83119"
"L91248"	"LCP81030"	"CP810338"
"L91250"	"LCP81030"	"CP780317"
"L91252"	"CP770310"	"CP720355"
"L91253"	"CP770310"	"CP720355"
"L91254"	"CP750308"	"CP790332"
"L91255"	"L86Poly01"	"CP730340"
"L91256"	"86P1"	"CP730340"
"L91257"	"86P1"	"CP730340"
"L91258"	"86P2"	"CP720355"
"L91261"	"CP770407"	"CP730345"
"L91262"	"CP57614"	"L83194"
"L91264"	"86P1"	"CP730340"
"L91265"	"L75056"	"CP780317"
"L91266"	"86P4"	"L78063"
"L91267"	"CP770310"	"CP720355"
"L91268"	"CP770310"	"CP720355"
"L91271"	"86P4"	"LCP83154"
"L91272"	"CP820520"	"CP830626"
"L91273"	"CP810325"	"CP810325"
"L91274"	"CP770402"	"CP770402"
"L91275"	"LCP82089"	"CP790318"
"L91276"	"CP770407"	"CP780357"
"L91281"	"LCP81030"	"CP780317"
"L91282"	"LCP81030"	"CP780317"
"L91283"	"CP760301"	"CP780317"
"L91284"	"LCP81030"	"CP780317"
"L91285"	"L84290"	"CP650357"
"L91286"	"LCP81030"	"CP780317"
"L91287"	"CP660346"	"CP700321"
"L91288"	"LCP81030"	"CP780317"
"L91290"	"CP730343"	"CP780317"
"L92291"	"CP760301"	"CP810338"
"L92292"	"CP760301"	"CP810338"
"L92293"	"LCP81010"	"CP810332"
"L92295"	"UNKNOWN"	"UNKNOWN"
"L92296"	"CP62258"	"CP52068"
"L92299"	"LCP81030"	"CP740383"
"L92301"	"CP800323"	"LCP83137"
"L92303"	"CP760301"	"CP810338"
"L92304"	"CP760301"	"CP810338"
"L92309"	"LCP81030"	"CP810338"
"L92310"	"CP760301"	"CP810338"
"L92311"	"L78035"	"L85294"
"L92312"	"CP760301"	"CP810338"
"L92313"	"CP720355"	"CP720355"
"L92315"	"L75002"	"CP780357"
"L92317"	"US77010"	"CP700300"
"L92318"	"LCP81030"	"LCP83153"
"L92319"	"LCP85371"	"LCP82073"
"L92321"	"L78063"	"CP700300"
"L92322"	"CP770310"	"CP751322"
"L92323"	"CP770310"	"CP751322"
"L92328"	"CP770310"	"CP790332"
"L92329"	"CP770310"	"CP790332"
"L92333"	"CP780403"	"CP800356"
"L92334"	"CP770402"	"CP650357"
"L92335"	"LCP85371"	"CP790318"
"L92337"	"87P2"	"L78063"
"L92342"	"CP670412"	"CP720355"
"L92349"	"CP770310"	"LCP82033"
"L92351"	"CP760301"	"CP810338"
"L92353"	"CP720355"	"CP800352"
"L92355"	"CP730351"	"CP800323"
"L92356"	"CP62258"	"L78035"
"L93358"	"CP770310"	"CP790332"
"L93359"	"CP770407"	"CP760351"
"L93360"	"CP800329"	"LCP85384"
"L93361"	"CP700321"	"CP800328"
"L93362"	"CP720370"	"CP790332"
"L93363"	"LCP85336"	"LCP85313"
"L93364"	"LCP85336"	"LCP85313"
"L93365"	"CP722086"	"CP780304"
"L93366"	"CP800329"	"LCP85384"
"L93367"	"UNKNOWN"	"UNKNOWN"
"L93368"	"CP700321"	"CP800328"
"L93369"	"CP670412"	"LCP85316"
"L93371"	"CP840772"	"LCP85307"
"L93372"	"LCP85336"	"CP750327"
"L93373"	"LCP81030"	"CP650357"
"L93374"	"LCP82089"	"CP830644"
"L93375"	"CP840722"	"CP790332"
"L93376"	"LCP85336"	"CP750327"
"L93377"	"LCP81030"	"CP650357"
"L93378"	"LCP85336"	"LCP85313"
"L93379"	"LCP85336"	"CP740383"
"L93380"	"MISC"	"MISC"
"L93381"	"LCP85336"	"LCP85384"
"L93382"	"CP742013"	"LCP81005"
"L93385"	"LCP81030"	"LCP82046"
"L93386"	"L84290"	"CP790332"
"L93387"	"LCP85336"	"CP740383"
"L93388"	"CP800329"	"LCP85384"
"L93389"	"LCP81030"	"CP52068"
"L93390"	"LCP82047"	"CP720370"
"L93391"	"CP800323"	"CP790348"
"L93392"	"CP800323"	"CP790348"
"L93393"	"CP700321"	"CP800328"
"L93394"	"LCP81030"	"CP790348"
"L93395"	"UNKNOWN"	"UNKNOWN"
"L93396"	"LCP81030"	"CP790348"
"L93397"	"CP770310"	"LCP81030"
"L93398"	"CP800329"	"LCP85384"
"L93399"	"CP740383"	"L84218"
"L93400"	"CP800329"	"LCP85384"
"L93401"	"LCP85384"	"CP790348"
"L93402"	"L84290"	"CP750361"
"L94403"	"CP830644"	"CP700330"
"L94404"	"CP790318"	"CP700321"
"L94405"	"CP740383"	"CP721312"
"L94406"	"CP830644"	"CP740383"
"L94407"	"CP730343"	"CP860915"
"L94408"	"CP800323"	"LCP85384"
"L94409"	"CP730343"	"CP780317"
"L94410"	"CP740383"	"CP830644"
"L94411"	"CP760331"	"HoCP85845"
"L94412"	"LCP81030"	"CP770310"
"L94413"	"LCP85341"	"LCP85384"
"L94414"	"CP770310"	"LCP85384"
"L94415"	"CP730343"	"CP780317"
"L94416"	"LCP82008"	"CP650357"
"L94417"	"CP730343"	"CP780317"
"L94418"	"CP740383"	"CP830644"
"L94419"	"CP770407"	"CP720356"
"L94420"	"CP830644"	"L84290"
"L94421"	"LCP82089"	"LCP86450"
"L94422"	"LCP82089"	"LCP81010"
"L94423"	"LCP82089"	"LCP81010"
"L94424"	"LCP82089"	"LCP81010"
"L94425"	"LCP82089"	"LCP85384"
"L94426"	"LCP81010"	"CP810332"
"L94427"	"CP860929"	"CP700330"
"L94428"	"LCP82089"	"LCP81010"
"L94429"	"CP830644"	"L84290"
"L94430"	"CP750330"	"CP860915"
"L94431"	"LCP81030"	"LCP85384"
"L94432"	"LCP82089"	"LCP81010"
"L94433"	"LCP82089"	"LCP85384"
"L94434"	"LCP85336"	"CP790332"
"L94435"	"CP730343"	"CP750361"
"L94436"	"89P2"	"LCP82047"
"L94437"	"CP750330"	"CP860915"
"L94438"	"LCP81030"	"CP650357"
"L94439"	"LCP81010"	"CP810332"
"L94440"	"CP800313"	"LCP86422"
"L94441"	"LCP85336"	"US77017"
"L94442"	"LCP81030"	"CP760351"
"L94443"	"LCP82089"	"LCP81010"
"L94444"	"LCP82089"	"LCP81010"
"L94445"	"LCP85336"	"CP62258"
"L94446"	"CP750330"	"CP650357"
"L94447"	"LCP85371"	"CP52068"
"L95448"	"CP57614"	"CP830644"
"L95449"	"CP57614"	"CP830644"
"L95450"	"LCP81010"	"CP780357"
"L95451"	"LCP86395"	"LCP86429"
"L95452"	"LCP85384"	"LCP86429"
"L95453"	"LCP85384"	"LCP86429"
"L95455"	"LCP85384"	"LCP86429"
"L95456"	"LCP86402"	"LCP86429"
"L95457"	"CP700321"	"LCP86408"
"L95458"	"LCP86402"	"CP780317"
"L95459"	"CP830644"	"CP700330"
"L95460"	"90P3"	"LCP85336"
"L95461"	"LCP86402"	"LCP8115"
"L95462"	"LCP85336"	"LCP85384"
"L95463"	"UNKNOWN"	"UNKNOWN"
"L95464"	"LCP85384"	"CP720370"
"L95465"	"CP770310"	"LCP86393"
"L95466"	"LCP85384"	"CP750361"
"L95467"	"L88063"	"LCP86429"
"L95468"	"L88063"	"LCP86429"
"L95469"	"L88063"	"LCP86429"
"L95470"	"CP720370"	"LCP81030"
"L95471"	"L78063"	"LCP86420"
"L95472"	"L78063"	"LCP86420"
"L95473"	"CP870618"	"CP760351"
"L95474"	"LCP85384"	"CP750361"
"L95475"	"LCP85384"	"CP750361"
"L95476"	"LCP85384"	"CP750361"
"L95477"	"LCP85336"	"LCP85384"
"L95478"	"CP800323"	"CP780357"
"L95479"	"LCP85384"	"CP760331"
"L95480"	"LCP85376"	"LCP81030"
"L95481"	"LCP85384"	"LCP86429"
"L95482"	"LCP85384"	"CP760351"
"L95483"	"LCP85376"	"LCP8130"
"L95484"	"LCP85384"	"LCP86429"
"L95485"	"LCP85336"	"LCP85384"
"L95486"	"CP830644"	"CP700330"
"L95487"	"UNKNOWN"	"UNKNOWN"
"L95488"	"LCP85384"	"LCP86429"
"L95489"	"LCP85384"	"LCP86429"
"L95490"	"CP770310"	"CP830644"
"L95491"	"CP800313"	"LCP85384"
"L95492"	"LCP85384"	"CP720370"
"L95493"	"LCP82089"	"LCP81030"
"L95494"	"90P1"	"L88072"
"L95495"	"LCP85384"	"CP750361"
"L96001"	"LCP82089"	"LCP86408"
"L96002"	"LCP81030"	"LCP81010"
"L96003"	"LCP82089"	"CP830644"
"L96004"	"LCP86454"	"LCP86429"
"L96005"	"LCP85384"	"L89163"
"L96006"	"LCP82089"	"CP830644"
"L96007"	"LCP81030"	"CP720370"
"L96008"	"LCP88091"	"CP750361"
"L96009"	"LCP82089"	"CP830644"
"L96010"	"LCP85384"	"CP780357"
"L96011"	"LCP85384"	"CP780357"
"L96012"	"LCP82089"	"CP830644"
"L96013"	"LCP82089"	"CP830644"
"L96014"	"HoCP85845"	"CP650357"
"L96015"	"LCP85384"	"CP780357"
"L96016"	"LCP85384"	"L89163"
"L96017"	"LCP85384"	"L89163"
"L96018"	"LCP82089"	"CP830644"
"L96019"	"LCP82089"	"CP830644"
"L96020"	"CP740383"	"LCP85384"
"L96021"	"LCP85384"	"L89163"
"L96022"	"LCP85384"	"L89163"
"L96023"	"LCP85384"	"CP800323"
"L96024"	"CP770310"	"CP890846"
"L96025"	"LCP85384"	"CP790318"
"L96026"	"LCP82089"	"CP830644"
"L96027"	"LCP85384"	"LCP86408"
"L96028"	"L88063"	"CP770405"
"L96029"	"HoCP85845"	"CP650357"
"L96030"	"LCP85384"	"L89163"
"L96031"	"HoCP85845"	"CP650357"
"L96032"	"HoCP85845"	"CP650357"
"L96033"	"HoCP85845"	"CP650357"
"L96034"	"CP740383"	"LCP85384"
"L96035"	"HoCP85845"	"CP650357"
"L96036"	"LCP81030"	"CP650357"
"L96037"	"CP700321"	"CP760351"
"L96038"	"LCP85384"	"CP790318"
"L96039"	"LCP85384"	"CP790318"
"L96040"	"HoCP85845"	"CP650357"
"L96041"	"LCP86454"	"LCP86429"
"L96042"	"LCP85384"	"L89113"
"L96043"	"LCP85384"	"L89113"
"L96044"	"LCP85384"	"L89113"
"L96045"	"LCP82089"	"CP790318"
"L96046"	"LCP85384"	"L89163"
"L96047"	"LCP85384"	"CP780357"
"L96048"	"CP740383"	"LCP85384"
"L96049"	"LCP85384"	"LCP86408"
"L96050"	"CP800323"	"CP770310"
"L96051"	"LCP82089"	"CP830644"
"L96052"	"LCP82089"	"CP830644"
"L96053"	"LCP81030"	"CP650357"
"L96054"	"LCP85336"	"CP820550"
"L96055"	"LCP85384"	"L89113"
"L96056"	"LCP88091"	"CP830644"
"L96057"	"CP780317"	"LCP87472"
"L96058"	"LCP89109"	"CP780357"
"L96059"	"LCP85384"	"L89113"
"L96060"	"LCP86454"	"LCP81010"
"L96061"	"LCP81030"	"LCP81010"
"L96062"	"LCP82089"	"LCP81010"
"L96063"	"HoCP85845"	"LCP85384"
"L96064"	"LCP85336"	"CP820550"
"L96065"	"LCP85336"	"CP820550"
"L96066"	"LCP85336"	"CP820550"
"L96067"	"LCP85336"	"CP820550"
"L96068"	"LCP85384"	"LCP87492"
"L96069"	"CP750308"	"CP790348"
"L96070"	"LCP85384"	"L89113"
"L96071"	"LCP85384"	"LCP87492"
"L96072"	"CP780317"	"L89118"
"L96073"	"91P3"	"LCP86429"
"L96074"	"LCP81030"	"CP740383"
"L96075"	"LCP85336"	"CP820550"
"L96076"	"CP740383"	"LCP85384"
"L96077"	"LCP85384"	"L89113"
"L96078"	"LCP81030"	"CP740383"
"L96079"	"LCP86454"	"LCP86429"
"L96080"	"CP740383"	"LCP85384"
"L96081"	"LCP85384"	"L89113"
"L96082"	"LCP85384"	"CP800323"
"L96083"	"LCP85384"	"L89113"
"L96084"	"LCP85336"	"CP820550"
"L96085"	"LCP85384"	"LCP87492"
"L96086"	"LCP86454"	"LCP86429"
"L96087"	"CP740383"	"LCP85384"
"L96088"	"LCP85336"	"CP820550"
"L96090"	"CP830644"	"CP650357"
"L96091"	"91P4"	"L88075"
"L96092"	"LCP86454"	"LCP81010"
"L96093"	"LCP85384"	"US80004"
"L96094"	"LCP81030"	"LCP81010"
"L96095"	"CP740383"	"LCP85384"
"L96096"	"CP740383"	"LCP85384"
"L96097"	"CP740383"	"LCP85384"
"L96098"	"LCP85384"	"CP800323"
"L96099"	"LCP85384"	"LCP86408"
"L96100"	"LCP86454"	"CP780317"
"L97101"	"CP720370"	"CP700330"
"L97102"	"CP720370"	"CP700330"
"L97103"	"LCP87017"	"CP830644"
"L97104"	"LCP85384"	"HoCP89846"
"L97105"	"LCP85384"	"CP830644"
"L97106"	"CP770310"	"HoCP89846"
"L97107"	"CP720370"	"CP700330"
"L97108"	"92P1"	"US78026"
"L97109"	"92P4"	"LCP85384"
"L97110"	"LCP85384"	"CP830644"
"L97111"	"LCP85384"	"L90207"
"L97112"	"CP720370"	"CP700330"
"L97113"	"LCP85384"	"CP760331"
"L97114"	"CP720370"	"CP700330"
"L97115"	"92P4"	"LCP85384"
"L97116"	"92P6"	"CP770407"
"L97117"	"LCP85384"	"CP830644"
"L97118"	"LCP85384"	"HoCP89846"
"L97119"	"LCP85384"	"CP790348"
"L97120"	"LCP85384"	"CP760331"
"L97121"	"LCP85384"	"Ho89889"
"L97122"	"LCP85384"	"HoCP89846"
"L97123"	"CP860916"	"CP720370"
"L97124"	"LCP85384"	"Ho89889"
"L97125"	"LCP85384"	"Ho89889"
"L97126"	"LCP85384"	"CP700330"
"L97127"	"LCP85384"	"LCP81010"
"L97128"	"LCP85384"	"LCP81010"
"L97129"	"LCP85384"	"CP790348"
"L97130"	"LCP85384"	"Ho89889"
"L97131"	"CP720370"	"CP700330"
"L97132"	"LCP85384"	"Ho89889"
"L97133"	"LCP85384"	"HoCP89846"
"L97134"	"L90190"	"CP780317"
"L97135"	"LCP85384"	"HoCP89846"
"L97136"	"LCP85384"	"CP760331"
"L97137"	"LCP85384"	"LCP81010"
"L97138"	"LCP85384"	"CP760331"
"L97139"	"LCP85384"	"HoCP89846"
"L97140"	"LCP85384"	"Ho89889"
"L97141"	"LCP85384"	"HoCP89846"
"L97142"	"LCP85384"	"CP790348"
"L97143"	"L75056"	"CP830644"
"L97144"	"LCP85384"	"CP790348"
"L97145"	"LCP82089"	"CP890831"
"L97146"	"L75056"	"CP830644"
"L97147"	"LCP85384"	"HoCP89846"
"L97148"	"LCP85384"	"HoCP89846"
"L97149"	"LCP82089"	"CP890831"
"L97150"	"LCP85384"	"HoCP89846"
"L97151"	"LCP85384"	"CP790348"
"L97152"	"LCP85384"	"HoCP89846"
"L97154"	"LCP85384"	"HoCP89846"
"L97155"	"LCP85384"	"HoCP89846"
"L97156"	"CP790318"	"HoCP88739"
"L97157"	"LCP85384"	"CP760331"
"L98158"	"LCP85384"	"LCP86454"
"L98159"	"LCP85384"	"LCP86454"
"L98160"	"LCP85384"	"US90021"
"L98161"	"LCP85384"	"LCP86454"
"L98162"	"CP770407"	"LCP86422"
"L98163"	"L88063"	"CP790318"
"L98164"	"LCP85384"	"HoCP85845"
"L98165"	"US90018"	"CP890846"
"L98166"	"L90191"	"US77017"
"L98167"	"L89113"	"LCP86454"
"L98168"	"LCP85384"	"CP890879"
"L98169"	"LCP85384"	"L90191"
"L98170"	"LCP85384"	"CP890879"
"L98171"	"LCP85384"	"CP890879"
"L98172"	"LCP85384"	"L90191"
"L98173"	"LCP85384"	"L90191"
"L98174"	"LCP85384"	"CP910516"
"L98175"	"LCP85384"	"CP890879"
"L98176"	"LCP85384"	"CP890879"
"L98177"	"LCP85384"	"LCP86454"
"L98178"	"LCP85384"	"CP880739"
"L98179"	"LCP85384"	"CP910516"
"L98180"	"LCP85384"	"CP910516"
"L98181"	"L75056"	"LCP85384"
"L98182"	"LCP85384"	"CP890800"
"L98183"	"LCP85384"	"CP910516"
"L98184"	"CP770405"	"L90178"
"L98185"	"L75056"	"LCP85384"
"L98186"	"L75056"	"LCP85384"
"L98187"	"LCP81010"	"LCP82089"
"L98188"	"L88063"	"CP650357"
"L98189"	"US90018"	"L91255"
"L98190"	"CP760331"	"HoCP85845"
"L98191"	"LCP85384"	"CP890846"
"L98192"	"LCP81010"	"LCP82089"
"L98193"	"CP910572"	"CP910557"
"L98194"	"LCP85384"	"US90018"
"L98195"	"LCP85384"	"LCP86454"
"L98196"	"LCP85384"	"LCP86454"
"L98197"	"LCP85384"	"LCP86454"
"L98198"	"LCP85384"	"LCP86454"
"L98199"	"LCP82089"	"CP700321"
"L98200"	"LCP85384"	"LCP86454"
"L98201"	"LCP81010"	"L90178"
"L98202"	"LCP85384"	"LCP86454"
"L98203"	"LCP85384"	"LCP86454"
"L98204"	"LCP82089"	"LCP85384"
"L98205"	"LCP85384"	"CP700321"
"L98206"	"LCP85384"	"LCP86454"
"L98207"	"LCP85384"	"LCP86454"
"L98208"	"LCP85384"	"LCP86454"
"L98209"	"LCP85384"	"LCP86454"
"L98210"	"LCP85384"	"LCP86454"
"L98211"	"LCP85384"	"LCP86454"
"L99212"	"LCP85384"	"CP890889"
"L99213"	"LCP85384"	"CP890889"
"L99214"	"LCP85384"	"LCP81010"
"L99215"	"LCP85384"	"US80004"
"L99216"	"LCP85384"	"CP890889"
"L99217"	"CP880769"	"L89113"
"L99218"	"HoCP91552"	"LCP86429"
"L99219"	"LCP85384"	"CP890846"
"L99220"	"L93395"	"CP890846"
"L99221"	"LCP85384"	"CP890846"
"L99222"	"CP890889"	"LCP83137"
"L99223"	"LCP85384"	"L91281"
"L99224"	"LCP85384"	"LCP81010"
"L99225"	"LCP85384"	"L91281"
"L99226"	"LCP81030"	"CP890846"
"L99227"	"LCP85384"	"L85294"
"L99228"	"LCP81030"	"CP790318"
"L99229"	"HoCP91552"	"LCP86429"
"L99230"	"HoCP91552"	"LCP86429"
"L99231"	"LCP85384"	"CP890889"
"L99232"	"LCP85384"	"CP890889"
"L99233"	"HoCP91552"	"CP790348"
"L99234"	"LCP85384"	"CP890846"
"L99235"	"LCP85384"	"CP890889"
"L99236"	"CP900963"	"L89113"
"L99237"	"LCP85384"	"L92355"
"L99238"	"LCP85384"	"CP790318"
"L99239"	"LCP82089"	"LCP86454"
"L99240"	"LCP86454"	"CP880739"
"L99241"	"LHo92307"	"LCP86429"
"L99242"	"L93395"	"LCP85313"
"L99243"	"CP830644"	"L89163"
"L99244"	"LCP85384"	"CP650357"
"L99245"	"LHo92307"	"LCP86429"
"LCP02334"	"HoCP90941"	"HoCP90941"
"LCP02337"	"CP910559"	"HoCP91542"
"LCP02343"	"HoCP85845"	"LCP85384"
"LCP02344"	"CP910534"	"CP890845"
"LCP02345"	"HoCP85845"	"LCP85384"
"LCP02352"	"HoCP85845"	"LCP85384"
"LCP02355"	"HoCP93750"	"HoCP90941"
"LCP02358"	"CP910559"	"HoCP91542"
"LCP81003"	"CP720370"	"CP650357"
"LCP81004"	"CP670412"	"CP710357"
"LCP81005"	"CP660346"	"CP770403"
"LCP81008"	"CP770402"	"CP650357"
"LCP81009"	"CP770402"	"CP650357"
"LCP81010"	"CP701133"	"CP740328"
"LCP81012"	"CP660346"	"CP730375"
"LCP81013"	"CP730343"	"CP720370"
"LCP81015"	"CP720355"	"CP650357"
"LCP81016"	"CP720355"	"CP650357"
"LCP81018"	"CP730343"	"CP770400"
"LCP81019"	"CP730343"	"CP720356"
"LCP81020"	"CP730343"	"CP720356"
"LCP81021"	"CP670412"	"CP740383"
"LCP81022"	"CP690373"	"CP52068"
"LCP81023"	"CP660346"	"CP720370"
"LCP81025"	"CP660346"	"CP720370"
"LCP81026"	"CP720355"	"CP740383"
"LCP81027"	"CP720370"	"CP720353"
"LCP81028"	"CP730343"	"CP720355"
"LCP81029"	"CP690373"	"CP740383"
"LCP81030"	"CP730351"	"CP61037"
"LCP82033"	"CP670412"	"CP710357"
"LCP82034"	"CP701133"	"CP740328"
"LCP82035"	"CP660346"	"CP770403"
"LCP82036"	"CP700401"	"CP740384"
"LCP82039"	"CP770402"	"CP650357"
"LCP82043"	"CP720355"	"CP730345"
"LCP82044"	"CP720355"	"CP650357"
"LCP82045"	"CP720355"	"CP650357"
"LCP82046"	"CP730343"	"US74090"
"LCP82047"	"CP730343"	"US74090"
"LCP82049"	"CP770407"	"CP52068"
"LCP82053"	"CP730343"	"CP720370"
"LCP82056"	"CP730343"	"CP730375"
"LCP82057"	"CP730343"	"CP770400"
"LCP82058"	"CP730351"	"CP720355"
